hash,location,date,text
"['gestaofinanceira', 'finanças', 'planejamentofinanceiro', 'educacaofinanceira', 'mepoupe', 'mundodosnegocios', 'enriquecer', 'investimentointeligente']","São Paulo, Brasil",2020-12-02 14:44:58,"[Open Banking] Mais uma Inovação dos Serviços Financeiros, agora, adiada para 2021!

Acesse!💻📱👉https://t.co/IvYILOpCU0
.
.
.
.
#gestaofinanceira #finanças
#planejamentofinanceiro #educacaofinanceira
#mepoupe #mundodosnegocios 
#enriquecer #investimentointeligente https://t.co/mz6oc3HvmB"
"['consulpaz', 'PlanejamentoEstratégico']","Porto Alegre, Brasil",2020-12-02 14:41:53,"Nos dias 27 e 28 nos reunimos para a realização do Planejamento Estratégico para 2021, onde discutimos temas como inovação, novas tecnologias e experiência dos usuários frente ao nosso propósito e estratégia

+ em https://t.co/DQBQhnMZ00

#consulpaz #2021 #PlanejamentoEstratégico https://t.co/1p7DxITvdt"
"['codersinrio', 'gocoders', 'livecoding', 'network', 'programming', 'tecnologia', 'tecnology', 'tech', 'dev', 'inovacao']",,2020-12-02 14:40:50,"Dá uma conferida na programação da Coders in Rio Week.

Fique ligado, que vem mais conteúdo por aí!

#codersinrio #gocoders #livecoding #network #programming #tecnologia #tecnology #tech #dev #inovacao https://t.co/YZ8lAmqzrH"
['WebSummit'],Lisboa,2020-12-02 14:37:55,Von der Leyen pide inovação numa Web Summit de Lisboa totalmente digital #WebSummit  https://t.co/UD70Q3CAQd
"['lean', 'leandigital', 'scrum', 'flowsystem', 'LeanDigitalWorld', 'digital', 'global', 'Industry40', 'inovação', 'novonormal', 'disrupção', 'transformação']",São Paulo,2020-12-02 14:37:46,"É DEPOIS DE AMANHÃ! LEAN DIGITAL WORLD! https://t.co/D5rngRv3M3
#lean #leandigital #scrum #flowsystem #LeanDigitalWorld #digital #global #Industry40 #inovação #novonormal #disrupção #transformação https://t.co/bd90TaxGXT"
['InstitutoUnibanco'],Brazil,2020-12-02 14:35:49,"Ricardo Henriques, superintendente do #InstitutoUnibanco, será um dos debatedores do Painel “Educação Digital: Desafios, Perspectivas e Boas Práticas”, dia 03/12, às 14h30, no 4º Fórum Nacional de Controle do @TCUoficial. Inscreva-se: https://t.co/x4aEGPMO7u https://t.co/UmTGEGryIM"
"['FMUSP', 'FMUSPOficial', 'MedicinaUSP', 'USP']",São Paulo - Brasil,2020-12-02 14:26:38,"Grupo de Estudos em Ciência, Tecnologia e Inovação em Saúde (@ieausp) convida para o webinário:

Desafios para o desenvolvimento sustentável das Vacinas da Covid-19 e a sua incorporação no sistema de saúde brasileiro

#FMUSP #FMUSPOficial #MedicinaUSP #USP https://t.co/LzuVVaC3lg"
['posgraduação'],"Rio de Janeiro, Brasil",2020-12-02 14:14:01,Atenção! Últimos dias! Abertas até 04/12 as inscrições para o processo seletivo do Programa de Pós-Graduação stricto sensu em Propriedade Intelectual e Inovação (PPGPI) da Academia do INPI. O PPGPI tem perfil interdisciplinar. Saiba mais: https://t.co/G0eGdfFT69 #posgraduação https://t.co/lsGRigvyJ8
"['FdCDigital', 'FeiradoConhecimento2020', 'Ciência', 'Criptomoedas', 'Bitcoin', 'Tecnologia', 'Inovação', 'Negócios', 'Secitece', 'GovernodoCeará']","Ceará, Brazil",2020-12-02 14:01:19,"Inscreva-se gratuitamente em https://t.co/luSBYeIE1h

Conheça Jerffeson Teixeira de Souza &gt; https://t.co/bPOjHhhaO6

Vem pra FdC Digital!

#FdCDigital #FeiradoConhecimento2020 #Ciência #Criptomoedas #Bitcoin #Tecnologia #Inovação #Negócios #Secitece #GovernodoCeará https://t.co/DoY6su9KnB"
"['facebrasil', 'revistadosbrasileiros', 'responsabilidade', 'pioneirismo', 'etica', 'inovacao', 'jornalismo', 'qualidade', 'vanguarda']","Orlando, FL",2020-12-02 14:01:18,"Entre em contato com a gente. ☎ +1(407) 842-1211 / +1(407) 334-2571 / info@facebrasil.com Acesse o nosso site: https://t.co/uDSDmSIX8m
#facebrasil #revistadosbrasileiros #responsabilidade #pioneirismo #etica #inovacao #jornalismo #qualidade #vanguarda https://t.co/ow8MuMpGiC"
"['aventuradeliderar', 'aviação', 'inovação', 'negócios', 'pedrojanot']",,2020-12-02 14:01:07,"Um voo só para convidados, em que participei como o primeiro presidente da empresa. Um convite que tive a honra de aceitar diretamente do fundador @DavidNeeleman. Parabéns, @azulinhasaereas, por mais este marco! 
#aventuradeliderar #aviação #inovação #negócios #pedrojanot https://t.co/1LtmqrfxCv"
"['aventuradeliderar', 'aviação', 'inovação', 'negócios', 'pedrojanot', 'azullinhasaéreas']",,2020-12-02 14:01:06,"2 de dezembro é uma data muito especial. Hoje, completa-se 12 anos do primeiro voo da @azullinhasaereas. De SDU, a companhia ganhou os ares pela primeira vez.
#aventuradeliderar #aviação #inovação #negócios #pedrojanot #azullinhasaéreas https://t.co/rh0nz5rTkn"
['segurosbr'],,2020-12-02 14:01:05,"Como a inovação impacta o mercado de seguros
#segurosbr 
https://t.co/zfX9ehz6ar"
"['UFABC', 'Covid_19']","Santo André, SP - Brasil",2020-12-02 14:00:01,"Projetos de esterilizadores chegam à final em prêmio de inovação

Dois projetos realizados na #UFABC com temática vinculada ao combate da #Covid_19 entraram na lista de finalistas do Prêmio de Inovação do Grupo Fleury (PIF). Saiba mais:
https://t.co/7DWN6HhmvZ"
['Marandu'],"Maranhão, Brasil",2020-12-02 14:00:01,"A @uemaoficial inaugura nesta terça-feira (2), às 15h, a #Marandu, agência de inovação e empreendedorismo da instituição. O objetivo é aproximar a universidade do mercado, oferecendo oportunidades de investimentos, pesquisas, entre outros &gt;&gt;&gt; https://t.co/wW3ijVmDhT https://t.co/71sQMfJDn3"
"['inovação', 'digitalização']",,2020-12-02 13:53:42,"Além de uma mudança de cultura, o relacionamento com o cliente é essencial no processo de #inovação das empresas. Por isso a @luizatrajano, expert no assunto, conta com a IBM na #digitalização do @magazineluiza. Confira: https://t.co/hFnR8pAxaO https://t.co/GmxtYT0jTi"
['WhatsApp'],,2020-12-02 13:50:52,"Com isso, as instituições financeiras decidiram apostar no aplicativo mais usado pelos brasileiros para ser instrumento de renegociação de dívidas, como mostra reportagem da noomis; veja https://t.co/3qpgZ2cVEO 
#WhatsApp https://t.co/GCpsaM6tLw"
"['postpatrocinado', 'apresentadoporaws']","São Paulo, Brasil",2020-12-02 13:47:24,"A AWS anuncia mais de três dezenas de novos serviços para acelerar a adoção da tecnologia. O CEO Andy Jassy contou todos os detalhes na abertura no re:Invent, maior evento de cloud computing do mercado: https://t.co/KaoKrG6ioY. #postpatrocinado #apresentadoporaws"
"['tecnologia', 'android', 'iphone', 'apps', 'tutoriais', 'inovação', 'apple', 'app', 'brasil', 'ios', 'xiaomi', 'smartphone', 'tutorial', 'aplicativo', 'celular', 'aplicativos', 'motorola', 'samsung', 'mobile', 'inovacao']","Macaé, RJ, Brasil",2020-12-02 13:47:05,"Você já usou a câmera do seu celular para um destes truques?

https://t.co/CrdBILRiQk

#tecnologia #android #iphone #apps #tutoriais #inovação #apple #app #brasil #ios #xiaomi  #smartphone #tutorial #aplicativo #celular #aplicativos #motorola #samsung #mobile #inovacao"
"['MBA', 'sejaIDP']","Brasília-DF, Brasil.",2020-12-02 13:45:00,"#MBA | Obtenha uma visão sistêmica todas as áreas que permeiam um negócio: Planejamento estratégico, Finanças, Liderança, Gestão de Pessoas, Operações, Direito e Marketing.

Saiba mais: https://t.co/FIwp9vvAVX

#sejaIDP https://t.co/n1GMOJYF5v"
"['tech', 'technology', 'inovacao', 'empreendedorismo', 'araguaina']",Brasil,2020-12-02 13:37:24,"Iai?
Qual a solução pra isso?

#tech #technology #inovacao #empreendedorismo #araguaina em em Araguaina  tocantins https://t.co/gMI7OsO5Gq"
"['evento', 'startups', 'negócios']",Brasil,2020-12-02 13:37:22,"Rio Oil &amp; Gas 2020 começa com discussões sobre inovação e importância das startups para o setor de O&amp;G

#evento #startups #negócios @RioOilGasExpo 
https://t.co/BQCAcrtqJk via @portalcryptoid"
['Notícia'],"Paraná, Brasil",2020-12-02 13:30:00,"#Notícia | Analista de pesquisa promete mais inovação na indústria

Confira entrevista em que é divulgado que um produto anticorrosivo e inovador desenvolvido pelo Senai do Paraná promete levar mais tecnologia ainda ao setor industrial.

▶ Acesse: https://t.co/wsDleiLCPV https://t.co/2fq3v96j5H"
"['seminariodeimpacto', 'impactopositivo', 'impactosocial', 'impacthubbsb', 'ihumanize']",,2020-12-02 13:17:37,"O Seminário Internacional de Impacto promove hoje o Painel “Meio ambiente, sustentabilidade e inovação”, um debate sobre retomada econômica e aspectos de sustentabilidade: https://t.co/eThAPrkYMe #seminariodeimpacto #impactopositivo #impactosocial #impacthubbsb #ihumanize https://t.co/w0H7pZ87HC"
['WebSummit'],,2020-12-02 13:16:37,"A edição 2020 da maior montra da tecnologia e da inovação acontece de 2 a 4 de dezembro e vai conectar milhares e milhares de participantes de todo o planeta, sem sair do sofá. Junte-se à Renascença em https://t.co/mqCL8ikczB #WebSummit @WebSummit"
"['startup', 'empresas', 'inovação', 'edital', 'videira', 'centrodeinovação', 'santacatarina', 'brasil']",Santa Catarina,2020-12-02 13:16:06,"Centro de Inovação de Videira abre edital para seleção de empresas e projetos inovadores: https://t.co/XiwP9JYehm

#startup #empresas #inovação #edital #videira #centrodeinovação #santacatarina #brasil"
"['AcontecendoAqui', 'inovação']",Santa Catarina,2020-12-02 13:10:42,"Acate e Invisto anunciam fundo de R$ 100 milhões em venture capital.
#AcontecendoAqui
#inovação

https://t.co/X7we8OEvt4 https://t.co/eHmKbTQlCa"
"['marcolegaldasstartups', 'economiadigital', 'startup', 'inovação']",São Paulo,2020-12-02 13:09:12,"Relator fixa prazo máximo de dez anos para empresa ser considerada startup https://t.co/E5YAhI6z5d 
@viniciuspoit #marcolegaldasstartups #economiadigital #startup #inovação https://t.co/N8HVGuQJnw"
"['Inovação', 'AnLabInnovation', 'CompetenciaOrganizacional', 'Business']",,2020-12-02 13:06:57,"Leonardo C. de Oliveira, sócio diretor da An Lab Innovation, participou da 12ª Live da Gente e levou para o bate papo o tema inovação. Assista no vídeo!

#Inovação #AnLabInnovation #CompetenciaOrganizacional #Business

https://t.co/mS2PoCVUYF"
"['behaviordesigner', 'farmaceutica', 'saude', 'saudedigital', 'medicina', 'healthcare', 'healthtech', 'pharma', 'futuro', 'inovacao', 'digitalhealth', 'podcast', 'viaoral']","Brazil, São Paulo",2020-12-02 13:02:04,"Esses números da imagem é o valor gasto nessa época, um novo recorde em vendas online.

#behaviordesigner #farmaceutica #saude #saudedigital #medicina #healthcare #healthtech #pharma #futuro #inovacao #digitalhealth #podcast #viaoral https://t.co/PkIA1r46Hq"
"['savarejo', 'varejo', 'retail', 'caminhãoautônomo', 'inovação']",,2020-12-02 13:00:54,"Criado por uma startup da Suécia, é controlado remotamente e emite 90% menos CO2

#savarejo #varejo #retail #caminhãoautônomo #inovação

https://t.co/pg3gbvJezg"
['Vote159'],,2020-12-02 12:53:50,"*Proposta 3*

Entre as propostas apresentadas em 23/11, a 3a está relacionada ao estímulo a inovação como forma do Bahia se aproximar da torcida, melhorar seu desempenho esportivo e alavancar negócios
Todas as propostas aqui: https://t.co/q4wCWUbhx1

#Vote159 https://t.co/h2vOUSKqSg"
"['uems', 'premioinovauems', 'inovaumes', 'inpi', 'inovação', 'divulgacaocientifica', 'pesquisa', 'proppi']",MS - Brasil,2020-12-02 12:49:00,"🚀 Está chegando a hora pessoal! Às 9 horas (MS) no Canal do YouTube da UEMS, terá a transmissão ao vivo da Cerimônia de Premiação do Inova- UEMS 2020. 

🟡 Assista: https://t.co/dswnaPXb65

#uems #premioinovauems #inovaumes #inpi #inovação #divulgacaocientifica #pesquisa #proppi"
['FotoDoDia'],"Bahia, Brasil",2020-12-02 12:35:22,"#FotoDoDia Em meio ao difícil cenário trazido pela pandemia há sempre espaço para a inovação e a solidariedade, como nesta ação  de um salão de beleza de Lauro de Feitas, que oferecia cortes e outros cuidados gratuitos em plena calçada. Foto: Rafael Martins / Ag. A TARDE https://t.co/Dn90k2Jr5q"
"['inova2020', 'aFapemigNaoPara', 'desenvolvimentomg', 'inovacao', 'minasgerais']",Belo Horizonte,2020-12-02 12:33:34,"Professor Paulo Beirão participa da Inova 2020, 3º semana de inovação. O painel aborda a alteração da Lei Mineira de Inovação. Confira em https://t.co/ql2ZTeiMKK 
#inova2020 #aFapemigNaoPara #desenvolvimentomg #inovacao #minasgerais 
@prodemge @_fjp_ @governomg https://t.co/AkXVVfIARV"
"['gestão', 'finanças', 'empreendedorismo', 'empreendedor', 'inovação', 'educacaoempreendedora', 'g30k', 'g30kescoladenegocios', 'produtividade', 'negocios']","Esmeraldas, Brasil",2020-12-02 12:31:05,"O empoderamento do empreendedor vem da sua capacidade buscar dia a dia, um futuro de sucesso. Todavia, a controvérsias a maioria das vezes. 
#gestão #finanças #empreendedorismo #empreendedor #inovação #educacaoempreendedora
#g30k #g30kescoladenegocios #produtividade #negocios https://t.co/z7klmlUMVK"
"['gestão', 'finanças', 'empreendedorismo', 'empreendedor', 'inovação', 'educacaoempreendedora', 'g30k', 'g30kescoladenegocios', 'produtividade', 'negocios']","Belo Horizonte, Brasil",2020-12-02 12:31:05,"O empoderamento do empreendedor vem da sua capacidade buscar dia a dia, um futuro de sucesso. Todavia, a controvérsias a maioria das vezes. 
#gestão #finanças #empreendedorismo #empreendedor #inovação #educacaoempreendedora
#g30k #g30kescoladenegocios #produtividade #negocios https://t.co/Yg6RdzIDHp"
"['jobs', 'stevejobs', 'empreendedorismodigital', 'empreenda', 'empreendedorismofeminino', 'empreendedor', 'empreendedorismo', 'negócios', 'negociosonline', 'empresario', 'empresa', 'empresas', 'vendas']",Florianópolis / SC,2020-12-02 12:30:53,"""Inovação distingue o líder de um seguidor""

🖊 Steve Jobs

#jobs #stevejobs #empreendedorismodigital #empreenda #empreendedorismofeminino #empreendedor #empreendedorismo #negócios #negociosonline #empresario #empresa #empresas #vendas https://t.co/h5LFdGKdCI"
['SebraePeloBrasil'],,2020-12-02 12:29:07,"Sebrae participa do Fórum de Desenvolvimento do Semiárido
Iniciativa vai debater, entre os dias 3 e 5 de dezembro, temas como recursos hídricos, energia, agronegócio e inovação. Saiba mais na Agência Sebrae de Notícias: https://t.co/GtPWBKigWt #SebraePeloBrasil https://t.co/3wfb0RjVXV"
"['China', 'Cruise', 'Yangtze', 'River', 'Travel']",,2020-12-02 12:26:32,"Estando na vanguarda da inovação no rio Yangtze com novos itinerários, embarcações ecológicas e excursões diárias, decidimos colocar a pequena cidade de Fuling no mapa turístico da China. Descubra por quê:   https: // https://t.co/pxVx3ZkDZ4 #China #Cruise #Yangtze #River #Travel https://t.co/bTLvUKevVT"
"['SENAIsc', 'DesafioNacionaldeInovação']",Santa Catarina,2020-12-02 12:26:22,SC vence desafio nacional de inovação com areia higiênica obtida do bagaço de malte 🏆 https://t.co/N2ZAAL5fqi 🥇#SENAIsc #DesafioNacionaldeInovação
['Febratex'],"Porto Alegre, Brasil",2020-12-02 12:17:43,"Expositora da #Febratex 2021, a Delta Máquinas Têxteis possui diversas soluções tecnológicas para a sua indústria, garantindo inovação e melhorias para o seu processo têxtil. Faça sua inscrição na Febratex e confira: https://t.co/RYFszU2lOi https://t.co/To2LI71GV2"
"['cariri', 'ceara', 'news']",,2020-12-02 12:13:11,"Programa Clusters Econômicos de Inovação avança na Região do Cariri
https://t.co/62NlTYH7Fh
#cariri #ceara #news"
['agro'],"Sao Paulo, Brazil",2020-12-02 12:13:02,"O Conselho Monetário Nacional escalonou registro e depósito de cédula de crédito rural
#agro 

https://t.co/UA1UD24fAG"
"['SectiDiálogosVirtuais', 'SectiBa', 'Ciência', 'Tecnologia', 'Inovação']",,2020-12-02 12:03:00,"#SectiDiálogosVirtuais É amanhã! A secretária Adélia Pinheiro e a chefe de gabinete Mara Souza mediarão o debate sobre “Redes Sociais, Internet e Dados”.

O evento acontece às 10h30, no canal da Secti no Youtube (https://t.co/cDnQyEEnMJ)
.
#SectiBa #Ciência #Tecnologia #Inovação https://t.co/kaAQw9XrFS"
"['minasgerais', 'brasil', 'mg', 'turismo', 'natureza', 'minasgerais300anos', 'historia', 'agricultura', 'cultura', 'diversidade', 'inovaçao', 'mineiro', 'uai', 'minas', 'jornalcontabil']",Brasil,2020-12-02 12:01:42,"Leia a matéria completa no site Jornal Contábil:

https://t.co/sGjXKoawQR

#minasgerais #brasil #mg #turismo #natureza #minasgerais300anos #historia #agricultura #cultura #diversidade #inovaçao #mineiro #uai #minas #jornalcontabil https://t.co/jwbTM6ehx7"
"['elevtecnologia', 'inovacao', 'telecom', 'callcenter', 'pbxdigital', 'sac']",,2020-12-02 11:50:48,"O mundo está mudando rapidamente. Esteja na frente com a tecnologia que vai impulsionar sua inovação.

Link do Artigo:
https://t.co/azAn9bmk5j

Entre em contato:
📞 (11) 3132-7070
📨 comercial@elev.tec.br

#elevtecnologia 🇧🇷 #inovacao #telecom #callcenter #pbxdigital #sac https://t.co/N0BRJQKetB"
['osnegociosdanossaepoca'],Brasil,2020-12-02 11:48:54,"Guilherme Benevides, vice-presidente de operações da companhia, conta as estratégias da empresa para se reinventar  #osnegociosdanossaepoca

https://t.co/Db2RfFejx5"
"['livremercado', 'freehongkong']",,2020-12-02 11:46:52,"O único jeito de o Brasil (e o ocidente) se tornar independente das importações chinesas são a desburocratização e redução da carga tributária da indústria nacional pra que se estimule a inovação e a redução dos custos, criando produtos competitivos. #livremercado #freehongkong"
"['CEGHCEL', 'Pesquisa', 'Inovação', 'Difusão', 'CEPID', 'Fapesp', 'IBUSP', 'comunidadeUSP', 'coronavírus', 'pandemia', 'sarscov2']","Av. Prof. Lineu Prestes, 950",2020-12-02 11:39:06,"USP disponibiliza teste para diagnosticar covid-19 pela saliva https://t.co/AD54aJyMw6 via @usponline 
Solicite o teste no site: https://t.co/cBRszfyc70 
#CEGHCEL #Pesquisa #Inovação #Difusão #CEPID #Fapesp #IBUSP #comunidadeUSP #coronavírus #pandemia #sarscov2"
"['efeitofuracão', 'empreendedorismofeminino', 'juntas', 'empreender', 'negocio', 'furacanizando', 'vamosjuntas', 'equidade', 'empreendedorismo', 'aceleradora', 'inovação', 'mulheres']",Brazil,2020-12-02 11:30:53,"o que precisa ser feito para 2021? 🤔🌪

#efeitofuracão #empreendedorismofeminino  #juntas  #empreender #negocio #furacanizando #vamosjuntas #equidade #empreendedorismo #aceleradora #inovação #mulheres https://t.co/hCOhufzciQ"
['Futbox'],Onde você estiver,2020-12-02 11:12:46,"@AtaqueMarketing Detalhe da bola de basquete vintage: tradição + inovação no conjunto final. #Futbox 

https://t.co/gwjq8LsvhS"
"['administração', 'profissionais', 'participe', 'inovação', 'negócios', 'cra', 'crapr', 'souadm', 'adm', 'administrador', 'administradora']","Curitiba, Brasil",2020-12-02 11:01:30,"Quinta geração de internet deve mudar hábito da população na web

Saiba mais em: https://t.co/JtHI0H2yw4

#administração #profissionais #participe #inovação #negócios #cra #crapr #souadm #adm #administrador #administradora https://t.co/PBRNNUtiyQ"
"['saudemental', 'servidorespublicos', 'SST']",São Paulo - Brasil,2020-12-02 11:00:31,"O Desafio de Inovação, realizado pela @Fundacentro_of, @EnapGovBr e @CNJ_oficial , divulga as propostas classificadas para a próxima etapa. As soluções buscam identificar riscos relacionados à #saudemental de #servidorespublicos. Saiba mais: https://t.co/ellcX0e6gw

#SST https://t.co/HKrKrirQ2w"
"['startup', 'economiadigital', 'inovação']",São Paulo,2020-12-02 10:46:01,"Braço de inovação da BRQ Digital Solutions investe em startups https://t.co/utHRbTpHZO 
#startup @brqdigital #economiadigital #inovação https://t.co/efIYPab3X4"
"['Startup', 'Inovação', 'Cisco', 'UpLabSENAISP']","Sao Paulo, Brazil",2020-12-02 10:45:46,"Inscrições abertas para o Programa de Inovação Cisco/SENAI-SP para Startups.

💡O programa visa acelerar startups que possuam soluções que empreguem as tecnologias pilares da Indústria 4.0.

Acesse: https://t.co/yCMWPUNaKJ 

#Startup #Inovação #Cisco #UpLabSENAISP @CiscoDoBrasil https://t.co/kZUImgqy0f"
"['drywall', 'inovacao']",,2020-12-02 10:45:26,"Mais uma do nosso ""artista do drywall"". Conversando com ele, descobri que é um inventor mesmo! Olhe essa churrasqueira também com perfis de drywall:

#drywall #inovacao https://t.co/BqVv30MvoE"
"['WebSummit', 'EUatWebSummit']",Portugal,2020-12-02 10:41:44,Bruxelas marca presença na #WebSummit e quer mais inovação: «Não somos ainda os líderes que podemos ser» https://t.co/SxuuX04FAu #EUatWebSummit
"['PSD', 'PrimeiroPortugal']",Portugal,2020-12-02 10:40:37,"📌 Em dezembro, os webinars do @CEN_PSD estão de volta.
Hoje, às 21h00, realiza-se, em conjunto com o Instituto Francisco Sá Carneiro, o Webinar dedicado à Cultura e Inovação.

Acompanhe tudo em direto em https://t.co/1Wb0lUKKRV

#PSD #PrimeiroPortugal https://t.co/t69htouFue"
"['Shanghai', 'Shenzhen', 'ChiNext', 'IPO']",,2020-12-02 10:24:13,Mais de 340 empresas foram listadas no da China #Shanghai e #Shenzhen bolsas de valores desde o início de 2020. Quase 180 das empresas recém-listadas foram na placa inovação sci-tech ea reformada #ChiNext bordo. #IPO https://t.co/Y3vUylvSw9
"['inovação', 'livropensesimples', 'livroFaçaSimples']",Brazil,2020-12-02 10:23:37,"O que vocês acham dessa inovação?

#inovação #livropensesimples #livroFaçaSimples https://t.co/XdKAG7ZOmp"
"['Visio', 'JoãoPessoa', 'AgenciaDigital', 'MarketingDigital', 'PesquisadeMercado']",SãoPaulo SampaCity - Brasil ,2020-12-02 10:19:02,"#Visio consultoria em projetos em #JoãoPessoa
#AgenciaDigital, #MarketingDigital 
#PesquisadeMercado
promovendo a cultura da inovação e estratégias empresariais.
https://t.co/OUwKqs6z6f https://t.co/9zaKPqY51o"
"['inovação', 'engravidar']","São Paulo, SP, Brasil",2020-12-02 10:05:48,"E sim, amigos, a #inovação já chegou. Já estamos lidando dia após dia com soluções que têm facilitado aos homens o reconhecimento da sua infertilidade e, sem dúvida, este é o primeiro passo. Infelizmente ainda é muito comum encontrar casais que não conseguem #engravidar e não..."
['tech4covid'],Portugal,2020-12-02 10:04:32,"A Revista Exame Informática atribuiu o prémio Marca Nacional ao @tech4covid19 . Reveja o 1º episódio da 8ª série ""Inovação VS Pandemia"" do @TNBI_Oficial dedicada a apresentar alguns dos projetos #tech4covid! https://t.co/HyF7duargl"
"['inspiração', 'frases', 'marketing', 'branding', 'negócios', 'inovação', 'estratégia', 'design']","Blumenau, Santa Catarina",2020-12-02 10:01:03,"""Você não consegue ligar os pontos olhando pra frente; você só consegue ligá-los olhando pra trás. Então você tem que confiar que os pontos se ligarão algum dia no futuro."" 
– Steve Jobs

#inspiração #frases #marketing #branding #negócios #inovação #estratégia #design https://t.co/JE3Af3DC4A"
"['consultoria', 'empreendedorismo', 'gestao', 'gestaodepessoas', 'synerhgon', 'sinergia', 'reduçaodecusto', 'juridico', 'contabilidade', 'administraçao', 'logistica', 'segurançadotrabalho', 'inovaçao', 'planejamento', 'lucratividade', 'pandemia']","São Paulo,SP,Brasil",2020-12-02 09:30:23,"Novo artigo publicado no @ModaisF:

#consultoria #empreendedorismo #gestao #gestaodepessoas #synerhgon #sinergia #reduçaodecusto #juridico #contabilidade #administraçao #logistica #segurançadotrabalho #inovaçao #planejamento #lucratividade💰 #pandemia

https://t.co/SN5jwXk9R5"
"['WebSummit2020', 'NovartisRD', 'NovartisPortugal']",Portugal,2020-12-02 09:27:35,"Saiba como estamos a concretizar a inovação digital em Portugal, pelas palavras da nossa Diretora-Geral @camposcr e acompanhe a intervenção do nosso CEO @VasNarasimhan sobre saúde digital na #WebSummit2020, hoje pelas 15h15. #NovartisRD #NovartisPortugal
🔗https://t.co/KFFaT2jeMS https://t.co/YqRkr7hXZ6"
"['principios', 'valores', 'inovação', 'educacao', 'energialimpa', 'holismo', 'humanismo', 'sustentabilidade']","Ingombota, Luanda, Angola",2020-12-02 08:54:03,@EcoAngola abraça os master #principios e #valores da @MasterPlanAngol #inovação #educacao #energialimpa #holismo #humanismo #sustentabilidade https://t.co/h28oHm2tAf
"['digitallaboral', 'laborcast', 'marketingdigital', 'tecnologia', 'inovação', 'mentalidade', 'boaleitura', 'empreendedorismo']",,2020-12-02 08:00:54,"Telegram, WhatsApp, um cada na sua?

https://t.co/U1nUiA2EOY
https://t.co/Amt3adtQbS

#digitallaboral #laborcast #marketingdigital #tecnologia #inovação #mentalidade #boaleitura #empreendedorismo https://t.co/JqQo9G0Da8"
['inovação'],warm on bella's heart ♡,2020-12-02 05:42:34,não vou fazer oq todo mundo faz #inovação
['TheDevConf'],Sampa,2020-12-02 02:49:24,"Hoje tem palestra no #TheDevConf Porto Alegre na Trilha Transformação Digital e Inovação. O tema será: ""A importância de inovar com o Mindset Fail Fast""

Julio SILVA @allanrett @yarasenger @brjavaman Fausto Vanin Bruna Grellt @diracijunior…https://t.co/hEZurnNxci"
"['latinoware', 'latinoware2020']","Contagem, Brazil",2020-12-02 02:46:31,"Chegou a @latinoware 2020!  O Brasil vai se tornar mais uma vez na capital Latino-Americana das Tecnologias Abertas!

Eixo: Negócios
Tema: Inovação em tempos de pandemia: uma jornada abreviada
Data: 02/12 às 14h30

Inscrição: https://t.co/ePfvxS4k9k 

#latinoware #latinoware2020 https://t.co/rihnfPzQL7"
['Câncer'],São Paulo,2020-12-02 02:37:59,"Depois de um longo período sem dialogar com ninguém Lua adentra Câncer e já se afina com Urano, dia de movimento e inconstância, mas tb colaboração e curiosidade aguçada, desejamos inovação e nos expressarmos com mais ousadia #Câncer"
['TheTratores'],"Athlone, Ireland",2020-12-02 02:18:04,"Quantas bolsas de pesquisa poderiam ter sido concedidas para financiar Ciência, Tecnologia &amp; Inovação com os R$2,7 milhões gastos na listinha dos #TheTratores contratada pelo @mctic? https://t.co/DodoMAnjoT"
"['twitter', 'redesocial', 'blockchain', 'Tecnologia', 'Inovação', 'Ibov', 'Bitcoin', 'MachineLearning', 'Python', 'Api', 'Google', 'Facebook', 'Instagram', 'Governo', 'Ong', 'Investimentos']",,2020-12-02 02:10:22,"O Twitter pretende se tornar uma rede social descentralizada.

O que vocês pensam a respeito?

#twitter
#redesocial
#blockchain
#Tecnologia 
#Inovação
#Ibov
#Bitcoin
#MachineLearning 
#Python 
#Api
#Google
#Facebook 
#Instagram 
#Governo 
#Ong
#Investimentos"
['CNNBrasilTonight'],,2020-12-02 02:01:10,"O educador Charles Watson fala sobre vulnerabilidade no mercado de trabalho. Segundo o palestrante, é hora de as empresas buscarem inovação e tudo o que é novo está sujeito a falhas  #CNNBrasilTonight https://t.co/Pw1FeylJsh"
"['agendatipara', 'ifpaparauapebas', 'jiepexi2020']",,2020-12-02 01:40:23,"I JIEPEXI - I Jornada Integrada de Ensino, Pesquisa, Extensão e Inovação - IFPA Parauapebas
🗓️ 02 a 04/12/2020
🔗 Inscrições
https://t.co/18Fl8wVd95
.
#agendatipara #ifpaparauapebas #jiepexi2020 https://t.co/ecynIp4Sts"
"['fintwit', 'saassales']","Sao Paulo, Brazil",2020-12-02 01:24:04,"A @salesforce  anuncia aquisição do @SlackHQ  por US$ 27,7 bilhões 
#fintwit #saassales 

https://t.co/yUNkZSj8X2"
['Venturecapital'],"Sao Paulo, Brazil",2020-12-02 00:54:50,"Invisto e @acatesc  criam fundo de R$ 100 milhões para investir em empresas da região sul do Brasil
#Venturecapital

https://t.co/WUfvJ0kTpT"
